"Plot Title:  10904402"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10904402, SEN S/N: 10904402, LBL: TEMP)","RH, % (LGR S/N: 10904402, SEN S/N: 10904402, LBL: RH)","Coupler Detached (LGR S/N: 10904402)","Coupler Attached (LGR S/N: 10904402)","Host Connected (LGR S/N: 10904402)","End Of File (LGR S/N: 10904402)"
470,02/05/17 09:34:38 AM,46.886,75.065,,,,
471,02/05/17 10:04:38 AM,48.049,72.426,,,,
472,02/05/17 10:34:38 AM,49.383,70.749,,,,
473,02/05/17 11:04:38 AM,50.841,69.179,,,,
474,02/05/17 11:34:38 AM,52.160,67.975,,,,
475,02/05/17 12:04:38 PM,56.383,62.465,,,,
476,02/05/17 12:34:38 PM,68.999,35.036,,,,
477,02/05/17 01:04:38 PM,69.514,35.064,,,,
478,02/05/17 01:34:38 PM,66.000,49.184,,,,
479,02/05/17 02:04:38 PM,64.589,54.080,,,,
480,02/05/17 02:34:38 PM,64.888,55.364,,,,
481,02/05/17 03:04:38 PM,62.533,60.891,,,,
482,02/05/17 03:34:38 PM,60.733,64.734,,,,
483,02/05/17 04:04:38 PM,58.239,69.061,,,,
484,02/05/17 04:34:38 PM,56.251,71.602,,,,
485,02/05/17 05:04:38 PM,55.038,71.811,,,,
486,02/05/17 05:34:38 PM,53.645,73.437,,,,
487,02/05/17 06:04:38 PM,52.641,74.780,,,,
488,02/05/17 06:34:38 PM,51.984,74.956,,,,
489,02/05/17 07:04:38 PM,51.589,75.050,,,,
490,02/05/17 07:34:38 PM,51.148,75.000,,,,
491,02/05/17 08:04:38 PM,50.752,74.982,,,,
492,02/05/17 08:34:38 PM,50.047,75.732,,,,
493,02/05/17 09:04:38 PM,49.383,76.207,,,,
494,02/05/17 09:34:38 PM,48.938,76.073,,,,
495,02/05/17 10:04:38 PM,48.049,75.529,,,,
496,02/05/17 10:34:38 PM,47.602,75.698,,,,
497,02/05/17 11:04:38 PM,47.334,75.557,,,,
498,02/05/17 11:34:38 PM,47.154,76.304,,,,
499,02/06/17 12:04:38 AM,43.808,77.461,,,,
500,02/06/17 12:34:38 AM,41.787,78.081,,,,
501,02/06/17 01:04:38 AM,40.764,78.574,,,,
502,02/06/17 01:34:38 AM,40.204,78.238,,,,
503,02/06/17 02:04:38 AM,39.736,78.262,,,,
504,02/06/17 02:34:38 AM,39.454,78.601,,,,
505,02/06/17 03:04:38 AM,39.078,78.768,,,,
506,02/06/17 03:34:38 AM,38.795,78.734,,,,
507,02/06/17 04:04:38 AM,38.606,78.391,,,,
508,02/06/17 04:34:38 AM,38.464,78.214,,,,
509,02/06/17 05:04:38 AM,38.273,78.164,,,,
510,02/06/17 05:34:38 AM,38.131,78.173,,,,
511,02/06/17 06:04:38 AM,37.942,78.682,,,,
512,02/06/17 06:34:38 AM,37.893,78.570,,,,
513,02/06/17 07:04:38 AM,37.893,78.118,,,,
514,02/06/17 07:34:38 AM,38.606,77.403,,,,
515,02/06/17 08:04:38 AM,44.627,68.837,,,,
516,02/06/17 08:34:38 AM,51.501,62.563,,,,
517,02/06/17 09:04:38 AM,58.066,56.410,,,,
518,02/06/17 09:34:38 AM,64.161,59.261,,,,
519,02/06/17 10:04:38 AM,67.543,48.951,,,,
520,02/06/17 10:34:38 AM,68.527,43.202,,,,
521,02/06/17 11:04:38 AM,67.114,37.944,,,,
522,02/06/17 11:34:38 AM,68.270,38.466,,,,
523,02/06/17 12:04:38 PM,71.231,34.262,,,,
524,02/06/17 12:34:38 PM,73.083,34.525,,,,
525,02/06/17 01:04:38 PM,74.163,32.916,,,,
526,02/06/17 01:34:38 PM,76.246,29.048,,,,
527,02/06/17 02:04:38 PM,75.681,28.108,,,,
528,02/06/17 02:34:38 PM,76.811,30.695,,,,
529,02/06/17 03:04:38 PM,77.203,28.344,,,,
530,02/06/17 03:34:38 PM,75.767,28.281,,,,
531,02/06/17 04:04:38 PM,74.813,28.984,,,,
532,02/06/17 04:34:38 PM,70.115,32.979,,,,
533,02/06/17 05:04:38 PM,64.117,54.042,,,,
534,02/06/17 05:34:38 PM,59.014,68.100,,,,
535,02/06/17 06:04:38 PM,55.429,76.520,,,,
536,02/06/17 06:34:38 PM,53.515,78.674,,,,
537,02/06/17 07:04:38 PM,52.466,80.706,,,,
538,02/06/17 07:34:38 PM,51.809,81.682,,,,
539,02/06/17 08:04:38 PM,51.501,81.509,,,,
540,02/06/17 08:34:38 PM,51.062,82.828,,,,
541,02/06/17 09:04:38 PM,51.282,83.070,,,,
542,02/06/17 09:34:38 PM,51.678,83.389,,,,
543,02/06/17 10:04:38 PM,53.384,84.197,,,,
544,02/06/17 10:34:38 PM,54.995,84.243,,,,
545,02/06/17 11:04:38 PM,54.473,83.422,,,,
546,02/06/17 11:34:38 PM,53.908,83.538,,,,
547,02/07/17 12:04:38 AM,54.343,83.189,,,,
548,02/07/17 12:34:38 AM,54.387,82.952,,,,
549,02/07/17 01:04:38 AM,54.343,83.216,,,,
550,02/07/17 01:34:38 AM,54.212,83.550,,,,
551,02/07/17 02:04:38 AM,54.604,83.924,,,,
552,02/07/17 02:34:38 AM,54.734,84.021,,,,
553,02/07/17 03:04:38 AM,54.909,83.962,,,,
554,02/07/17 03:34:38 AM,55.213,83.758,,,,
555,02/07/17 04:04:38 AM,55.342,83.910,,,,
556,02/07/17 04:34:38 AM,55.342,83.802,,,,
557,02/07/17 05:04:38 AM,55.168,83.591,,,,
558,02/07/17 05:34:38 AM,55.992,83.344,,,,
559,02/07/17 06:04:38 AM,56.208,83.777,,,,
560,02/07/17 06:34:38 AM,56.340,84.037,,,,
561,02/07/17 07:04:38 AM,56.642,84.022,,,,
562,02/07/17 07:34:38 AM,57.204,83.877,,,,
563,02/07/17 08:04:38 AM,57.979,83.215,,,,
564,02/07/17 08:34:38 AM,58.971,82.301,,,,
565,02/07/17 09:04:38 AM,59.401,82.272,,,,
566,02/07/17 09:34:38 AM,59.529,82.809,,,,
567,02/07/17 10:04:38 AM,60.003,82.703,,,,
568,02/07/17 10:34:38 AM,60.647,81.822,,,,
569,02/07/17 11:04:38 AM,61.162,81.582,,,,
570,02/07/17 11:34:38 AM,62.105,79.950,,,,
571,02/07/17 12:04:38 PM,65.359,74.479,,,,
572,02/07/17 12:34:38 PM,64.717,77.904,,,,
573,02/07/17 01:04:38 PM,65.230,77.143,,,,
574,02/07/17 01:34:38 PM,67.285,75.008,,,,
575,02/07/17 02:04:38 PM,70.029,71.130,,,,
576,02/07/17 02:34:38 PM,70.887,71.162,,,,
577,02/07/17 03:04:38 PM,68.828,75.237,,,,
578,02/07/17 03:34:38 PM,67.798,75.008,,,,
579,02/07/17 04:04:38 PM,67.671,75.280,,,,
580,02/07/17 04:34:38 PM,65.403,78.435,,,,
581,02/07/17 05:04:38 PM,63.048,80.926,,,,
582,02/07/17 05:34:38 PM,61.376,82.765,,,,
583,02/07/17 06:04:38 PM,60.517,84.216,,,,
584,02/07/17 06:34:38 PM,59.873,86.059,,,,
585,02/07/17 07:04:38 PM,59.401,87.557,,,,
586,02/07/17 07:34:38 PM,58.885,88.290,,,,
587,02/07/17 08:04:38 PM,58.626,88.202,,,,
588,02/07/17 08:34:38 PM,58.368,88.859,,,,
589,02/07/17 09:04:38 PM,58.239,88.709,,,,
590,02/07/17 09:34:38 PM,58.109,89.036,,,,
591,02/07/17 10:04:38 PM,57.979,89.231,,,,
592,02/07/17 10:34:38 PM,57.850,89.663,,,,
593,02/07/17 11:04:38 PM,57.679,90.142,,,,
594,02/07/17 11:34:38 PM,57.333,90.778,,,,
595,02/08/17 12:04:38 AM,57.074,91.162,,,,
596,02/08/17 12:34:38 AM,57.160,90.938,,,,
597,02/08/17 01:04:38 AM,56.685,91.474,,,,
598,02/08/17 01:34:38 AM,56.383,92.058,,,,
599,02/08/17 02:04:38 AM,56.642,91.416,,,,
600,02/08/17 02:34:38 AM,56.208,91.329,,,,
601,02/08/17 03:04:38 AM,53.865,92.066,,,,
602,02/08/17 03:34:38 AM,54.387,91.933,,,,
603,02/08/17 04:04:38 AM,54.516,91.197,,,,
604,02/08/17 04:34:38 AM,54.300,90.828,,,,
605,02/08/17 05:04:38 AM,53.865,91.028,,,,
606,02/08/17 05:34:38 AM,53.341,91.656,,,,
607,02/08/17 06:04:38 AM,52.992,90.802,,,,
608,02/08/17 06:34:38 AM,52.992,89.942,,,,
609,02/08/17 07:04:38 AM,52.641,89.319,,,,
610,02/08/17 07:34:38 AM,51.501,88.482,,,,
611,02/08/17 08:04:38 AM,51.413,87.104,,,,
612,02/08/17 08:34:38 AM,51.940,86.143,,,,
613,02/08/17 09:04:38 AM,51.852,85.654,,,,
614,02/08/17 09:34:38 AM,52.115,85.342,,,,
615,02/08/17 10:04:38 AM,52.947,84.570,,,,
616,02/08/17 10:34:38 AM,53.602,84.279,,,,
617,02/08/17 11:04:38 AM,54.648,82.687,,,,
618,02/08/17 11:34:38 AM,58.109,78.612,,,,
619,02/08/17 12:04:38 PM,59.315,77.584,,,,
620,02/08/17 12:34:38 PM,59.830,77.196,,,,
621,02/08/17 01:04:38 PM,59.702,78.355,,,,
622,02/08/17 01:34:38 PM,61.205,75.778,,,,
623,02/08/17 02:04:38 PM,62.019,74.338,,,,
624,02/08/17 02:34:38 PM,60.433,78.246,,,,
625,02/08/17 03:04:38 PM,60.390,77.597,,,,
626,02/08/17 03:34:38 PM,58.368,79.475,,,,
627,02/08/17 04:04:38 PM,56.642,80.973,,,,
628,02/08/17 04:34:38 PM,56.295,81.669,,,,
629,02/08/17 05:04:38 PM,54.995,83.109,,,,
630,02/08/17 05:34:38 PM,52.947,83.980,,,,
631,02/08/17 06:04:38 PM,50.974,83.620,,,,
632,02/08/17 06:34:38 PM,49.516,82.766,,,,
633,02/08/17 07:04:38 PM,48.450,82.443,,,,
634,02/08/17 07:34:38 PM,47.959,82.995,,,,
635,02/08/17 08:04:38 PM,47.512,82.485,,,,
636,02/08/17 08:34:38 PM,47.019,82.848,,,,
637,02/08/17 09:04:38 PM,46.661,82.856,,,,
638,02/08/17 09:34:38 PM,46.526,82.093,,,,
639,02/08/17 10:04:38 PM,46.121,82.946,,,,
640,02/08/17 10:34:38 PM,46.121,81.749,,,,
641,02/08/17 11:04:38 PM,45.624,81.579,,,,
642,02/08/17 11:34:38 PM,45.669,82.038,,,,
643,02/09/17 12:04:38 AM,45.127,82.421,,,,
644,02/09/17 12:34:38 AM,44.719,82.767,,,,
645,02/09/17 01:04:38 AM,44.445,83.076,,,,
646,02/09/17 01:34:38 AM,44.218,82.888,,,,
647,02/09/17 02:04:38 AM,44.082,82.685,,,,
648,02/09/17 02:34:38 AM,43.808,82.703,,,,
649,02/09/17 03:04:38 AM,43.488,82.583,,,,
650,02/09/17 03:34:38 AM,43.259,82.686,,,,
651,02/09/17 04:04:38 AM,43.167,82.198,,,,
652,02/09/17 04:34:38 AM,42.892,81.899,,,,
653,02/09/17 05:04:38 AM,42.433,81.417,,,,
654,02/09/17 05:34:38 AM,41.832,81.606,,,,
655,02/09/17 06:04:38 AM,41.508,81.088,,,,
656,02/09/17 06:34:38 AM,40.951,80.488,,,,
657,02/09/17 07:04:38 AM,40.626,80.633,,,,
658,02/09/17 07:34:38 AM,40.764,81.206,,,,
659,02/09/17 08:04:38 AM,41.322,80.588,,,,
660,02/09/17 08:34:38 AM,42.892,78.699,,,,
661,02/09/17 09:04:38 AM,44.082,76.653,,,,
662,02/09/17 09:34:38 AM,46.166,74.294,,,,
663,02/09/17 10:04:38 AM,48.628,70.415,,,,
664,02/09/17 10:34:38 AM,51.370,66.518,,,,
665,02/09/17 11:04:38 AM,54.909,62.268,,,,
666,02/09/17 11:34:38 AM,58.282,56.850,,,,
667,02/09/17 12:04:38 PM,56.512,58.290,,,,
668,02/09/17 12:34:38 PM,56.122,57.328,,,,
669,02/09/17 01:04:38 PM,64.974,45.898,,,,
670,02/09/17 01:34:38 PM,64.204,48.301,,,,
671,02/09/17 02:04:38 PM,63.048,49.935,,,,
672,02/09/17 02:34:38 PM,61.333,51.264,,,,
673,02/09/17 03:04:38 PM,63.561,48.881,,,,
674,02/09/17 03:34:38 PM,54.343,59.143,,,,
675,02/09/17 04:04:38 PM,59.616,53.711,,,,
676,02/09/17 04:34:38 PM,53.078,62.449,,,,
677,02/09/17 05:04:38 PM,48.583,66.095,,,,
678,02/09/17 05:34:38 PM,45.307,69.779,,,,
679,02/09/17 06:04:38 PM,41.787,73.084,,,,
680,02/09/17 06:34:38 PM,38.700,73.337,,,,
681,02/09/17 07:04:38 PM,37.989,74.964,,,,
682,02/09/17 07:34:38 PM,38.464,74.451,,,,
683,02/09/17 08:04:38 PM,38.415,75.365,,,,
684,02/09/17 08:34:38 PM,38.557,75.840,,,,
685,02/09/17 09:04:38 PM,38.273,75.321,,,,
686,02/09/17 09:34:38 PM,37.465,74.930,,,,
687,02/09/17 10:04:38 PM,37.274,75.366,,,,
688,02/09/17 10:34:38 PM,36.459,74.543,,,,
689,02/09/17 11:04:38 PM,36.025,75.890,,,,
690,02/09/17 11:34:38 PM,36.698,76.586,,,,
691,02/10/17 12:04:38 AM,36.795,76.008,,,,
692,02/10/17 12:34:38 AM,36.603,75.932,,,,
693,02/10/17 01:04:38 AM,36.554,75.980,,,,
694,02/10/17 01:34:38 AM,36.361,76.198,,,,
695,02/10/17 02:04:38 AM,36.120,76.357,,,,
696,02/10/17 02:34:38 AM,35.976,76.607,,,,
697,02/10/17 03:04:38 AM,35.200,75.472,,,,
698,02/10/17 03:34:38 AM,34.371,76.415,,,,
699,02/10/17 04:04:38 AM,34.565,76.279,,,,
700,02/10/17 04:34:38 AM,34.713,76.696,,,,
701,02/10/17 05:04:38 AM,34.565,76.092,,,,
702,02/10/17 05:34:38 AM,33.879,76.622,,,,
703,02/10/17 06:04:38 AM,33.386,76.324,,,,
704,02/10/17 06:34:38 AM,33.584,77.170,,,,
705,02/10/17 07:04:38 AM,33.039,76.176,,,,
706,02/10/17 07:34:38 AM,33.039,74.950,,,,
707,02/10/17 08:04:38 AM,38.179,69.462,,,,
708,02/10/17 08:34:38 AM,43.716,62.778,,,,
709,02/10/17 09:04:38 AM,50.356,57.545,,,,
710,02/10/17 09:34:38 AM,54.561,59.459,,,,
711,02/10/17 10:04:38 AM,60.089,56.671,,,,
712,02/10/17 10:34:38 AM,61.720,52.312,,,,
713,02/10/17 11:04:38 AM,61.462,45.500,,,,
714,02/10/17 11:34:38 AM,66.729,48.954,,,,
715,02/10/17 12:04:38 PM,65.359,41.363,,,,
716,02/10/17 12:34:38 PM,68.056,48.326,,,,
717,02/10/17 01:04:38 PM,66.686,53.722,,,,
718,02/10/17 01:34:38 PM,62.105,60.013,,,,
719,02/10/17 02:04:38 PM,58.669,63.535,,,,
720,02/10/17 02:34:38 PM,53.298,70.177,,,,
721,02/10/17 03:04:38 PM,51.193,73.053,,,,
722,02/10/17 03:34:38 PM,52.641,69.339,,,,
723,02/10/17 04:04:38 PM,51.062,70.986,,,,
724,02/10/17 04:34:38 PM,50.092,71.445,,,,
725,02/10/17 05:04:38 PM,48.049,71.951,,,,
726,02/10/17 05:34:38 PM,45.444,74.597,,,,
727,02/10/17 06:04:38 PM,43.396,80.073,,,,
728,02/10/17 06:34:38 PM,45.036,81.052,,,,
729,02/10/17 07:04:38 PM,46.841,80.015,,,,
730,02/10/17 07:34:38 PM,45.579,79.133,,,,
731,02/10/17 08:04:38 PM,44.627,80.680,,,,
732,02/10/17 08:34:38 PM,44.310,82.503,,,,
733,02/10/17 09:04:38 PM,44.537,81.735,,,,
734,02/10/17 09:34:38 PM,44.627,81.906,,,,
735,02/10/17 10:04:38 PM,44.445,83.261,,,,
736,02/10/17 10:34:38 PM,44.582,83.832,,,,
737,02/10/17 11:04:38 PM,44.627,84.259,,,,
738,02/10/17 11:34:38 PM,44.127,84.535,,,,
739,02/11/17 12:04:38 AM,43.900,84.505,,,,
740,02/11/17 12:34:38 AM,44.310,84.978,,,,
741,02/11/17 01:04:38 AM,44.445,84.708,,,,
742,02/11/17 01:34:38 AM,44.719,83.771,,,,
743,02/11/17 02:04:38 AM,45.172,83.143,,,,
744,02/11/17 02:34:38 AM,45.579,83.539,,,,
745,02/11/17 03:04:38 AM,45.986,83.882,,,,
746,02/11/17 03:34:38 AM,46.166,83.641,,,,
747,02/11/17 04:04:38 AM,46.481,83.523,,,,
748,02/11/17 04:34:38 AM,46.886,83.681,,,,
749,02/11/17 05:04:38 AM,47.334,83.341,,,,
750,02/11/17 05:34:38 AM,47.691,82.987,,,,
751,02/11/17 06:04:38 AM,48.049,82.926,,,,
752,02/11/17 06:34:38 AM,48.227,83.242,,,,
753,02/11/17 07:04:38 AM,48.315,82.426,,,,
754,02/11/17 07:34:38 AM,48.762,82.723,,,,
755,02/11/17 08:04:38 AM,50.445,80.756,,,,
756,02/11/17 08:34:38 AM,52.860,77.991,,,,
757,02/11/17 09:04:38 AM,56.512,73.783,,,,
758,02/11/17 09:34:38 AM,58.712,72.323,,,,
759,02/11/17 10:04:38 AM,61.075,69.991,,,,
760,02/11/17 10:34:38 AM,66.385,62.262,,,,
761,02/11/17 11:04:38 AM,71.533,57.915,,,,
762,02/11/17 11:34:38 AM,69.471,38.373,,,,
763,02/11/17 12:04:38 PM,72.050,37.374,,,,
764,02/11/17 12:34:38 PM,72.351,36.733,,,,
765,02/11/17 01:04:38 PM,72.997,37.821,,,,
766,02/11/17 01:34:38 PM,72.653,47.254,,,,
767,02/11/17 02:04:38 PM,71.748,43.022,,,,
768,02/11/17 02:34:38 PM,75.029,41.899,,,,
769,02/11/17 03:04:38 PM,73.040,39.528,,,,
770,02/11/17 03:34:38 PM,75.376,37.263,,,,
771,02/11/17 04:04:38 PM,72.264,44.730,,,,
772,02/11/17 04:34:38 PM,69.386,56.134,,,,
773,02/11/17 05:04:38 PM,65.615,66.596,,,,
774,02/11/17 05:34:38 PM,62.834,74.485,,,,
775,02/11/17 06:04:38 PM,60.561,80.015,,,,
776,02/11/17 06:34:38 PM,59.056,82.366,,,,
777,02/11/17 07:04:38 PM,58.368,83.780,,,,
778,02/11/17 07:34:38 PM,57.636,85.229,,,,
779,02/11/17 08:04:38 PM,57.204,84.553,,,,
780,02/11/17 08:34:38 PM,56.685,84.918,,,,
781,02/11/17 09:04:38 PM,56.251,85.050,,,,
782,02/11/17 09:34:38 PM,55.776,85.472,,,,
783,02/11/17 10:04:38 PM,55.515,85.653,,,,
784,02/11/17 10:34:38 PM,55.558,85.846,,,,
785,02/11/17 11:04:38 PM,55.081,85.944,,,,
786,02/11/17 11:34:38 PM,55.472,85.379,,,,
787,02/12/17 12:04:38 AM,55.647,82.595,,,,
788,02/12/17 12:34:38 AM,55.429,83.597,,,,
789,02/12/17 01:04:38 AM,55.038,83.439,,,,
790,02/12/17 01:34:38 AM,54.820,83.169,,,,
791,02/12/17 02:04:38 AM,54.734,83.347,,,,
792,02/12/17 02:34:38 AM,54.561,83.702,,,,
793,02/12/17 03:04:38 AM,54.604,84.193,,,,
794,02/12/17 03:34:38 AM,54.648,84.144,,,,
795,02/12/17 04:04:38 AM,54.648,83.606,,,,
796,02/12/17 04:34:38 AM,54.648,83.498,,,,
797,02/12/17 05:04:38 AM,54.777,83.352,,,,
798,02/12/17 05:34:38 AM,54.865,83.471,,,,
799,02/12/17 06:04:38 AM,55.125,83.261,,,,
800,02/12/17 06:34:38 AM,55.125,83.396,,,,
801,02/12/17 07:04:38 AM,55.342,83.532,,,,
802,02/12/17 07:34:38 AM,55.733,83.419,,,,
803,02/12/17 08:04:38 AM,56.165,83.040,,,,
804,02/12/17 08:34:38 AM,57.117,81.852,,,,
805,02/12/17 09:04:38 AM,58.282,81.009,,,,
806,02/12/17 09:34:38 AM,59.229,81.015,,,,
807,02/12/17 10:04:38 AM,60.174,80.024,,,,
808,02/12/17 10:34:38 AM,61.290,77.618,,,,
809,02/12/17 11:04:38 AM,64.589,70.996,,,,
810,02/12/17 11:34:38 AM,65.574,70.198,,,,
811,02/12/17 12:04:38 PM,64.632,71.984,,,,
812,02/12/17 12:34:38 PM,61.506,75.076,,,,
813,02/12/17 01:04:38 PM,62.834,70.956,,,,
814,02/12/17 01:34:38 PM,60.775,73.944,,,,
815,02/12/17 02:04:38 PM,62.276,70.492,,,,
816,02/12/17 02:34:38 PM,69.471,59.025,,,,
817,02/12/17 03:04:38 PM,65.316,67.950,,,,
818,02/12/17 03:34:38 PM,64.033,68.260,,,,
819,02/12/17 04:04:38 PM,63.862,67.040,,,,
820,02/12/17 04:34:38 PM,59.702,73.057,,,,
821,02/12/17 05:04:38 PM,57.420,75.658,,,,
822,02/12/17 05:34:38 PM,55.949,77.025,,,,
823,02/12/17 06:04:38 PM,54.865,78.062,,,,
824,02/12/17 06:34:38 PM,54.037,78.709,,,,
825,02/12/17 07:04:38 PM,53.690,79.408,,,,
826,02/12/17 07:34:38 PM,52.817,78.343,,,,
827,02/12/17 08:04:38 PM,50.223,76.387,,,,
828,02/12/17 08:34:38 PM,47.064,78.773,,,,
829,02/12/17 09:04:38 PM,48.182,78.146,,,,
830,02/12/17 09:34:38 PM,48.049,76.271,,,,
831,02/12/17 10:04:38 PM,45.534,78.696,,,,
832,02/12/17 10:34:38 PM,46.166,79.258,,,,
833,02/12/17 11:04:38 PM,47.019,78.821,,,,
834,02/12/17 11:34:38 PM,46.391,79.421,,,,
835,02/13/17 12:04:38 AM,45.534,79.451,,,,
836,02/13/17 12:34:38 AM,44.901,79.750,,,,
837,02/13/17 01:04:38 AM,44.445,79.560,,,,
838,02/13/17 01:34:38 AM,43.900,77.526,,,,
839,02/13/17 02:04:38 AM,43.853,77.548,,,,
840,02/13/17 02:34:38 AM,43.763,77.564,,,,
841,02/13/17 03:04:38 AM,43.488,77.612,,,,
842,02/13/17 03:34:38 AM,42.984,76.984,,,,
843,02/13/17 04:04:38 AM,43.214,77.768,,,,
844,02/13/17 04:34:38 AM,42.708,77.303,,,,
845,02/13/17 05:04:38 AM,42.202,77.269,,,,
846,02/13/17 05:34:38 AM,42.433,78.240,,,,
847,02/13/17 06:04:38 AM,42.433,79.179,,,,
848,02/13/17 06:34:38 AM,42.341,78.578,,,,
849,02/13/17 07:04:38 AM,42.570,78.981,,,,
850,02/13/17 07:34:38 AM,42.892,78.618,,,,
851,02/13/17 08:04:38 AM,43.624,78.222,,,,
852,02/13/17 08:34:38 AM,44.674,76.396,,,,
853,02/13/17 09:04:38 AM,45.262,74.824,,,,
854,02/13/17 09:34:38 AM,47.914,70.198,,,,
855,02/13/17 10:04:38 AM,49.561,69.073,,,,
856,02/13/17 10:34:38 AM,49.914,68.172,,,,
857,02/13/17 11:04:38 AM,50.974,67.825,,,,
858,02/13/17 11:34:38 AM,56.340,59.826,,,,
859,02/13/17 12:04:38 PM,62.148,53.853,,,,
860,02/13/17 12:34:38 PM,62.447,54.552,,,,
861,02/13/17 01:04:38 PM,71.274,32.904,,,,
862,02/13/17 01:34:38 PM,69.685,34.446,,,,
863,02/13/17 02:04:38 PM,76.464,28.786,,,,
864,02/13/17 02:34:38 PM,70.158,31.251,,,,
865,02/13/17 03:04:38 PM,71.620,30.452,,,,
866,02/13/17 03:34:38 PM,71.317,28.962,,,,
867,02/13/17 04:04:38 PM,73.299,34.934,,,,
868,02/13/17 04:34:38 PM,68.527,37.405,,,,
869,02/13/17 05:04:38 PM,60.948,52.837,,,,
870,02/13/17 05:34:38 PM,53.341,64.138,,,,
871,02/13/17 06:04:38 PM,48.628,70.556,,,,
872,02/13/17 06:34:38 PM,46.301,73.481,,,,
873,02/13/17 07:04:38 PM,44.764,74.410,,,,
874,02/13/17 07:34:38 PM,43.763,74.953,,,,
875,02/13/17 08:04:38 PM,43.075,75.092,,,,
876,02/13/17 08:34:38 PM,42.386,75.775,,,,
877,02/13/17 09:04:38 PM,41.787,76.138,,,,
878,02/13/17 09:34:38 PM,40.951,75.851,,,,
879,02/13/17 10:04:38 PM,40.438,75.737,,,,
880,02/13/17 10:34:38 PM,39.924,75.812,,,,
881,02/13/17 11:04:38 PM,39.596,76.097,,,,
882,02/13/17 11:34:38 PM,39.360,75.718,,,,
883,02/14/17 12:04:38 AM,39.220,76.322,,,,
884,02/14/17 12:34:38 AM,39.078,76.198,,,,
885,02/14/17 01:04:38 AM,38.984,76.671,,,,
886,02/14/17 01:34:38 AM,39.173,76.881,,,,
887,02/14/17 02:04:38 AM,39.124,76.445,,,,
888,02/14/17 02:34:38 AM,38.748,76.535,,,,
889,02/14/17 03:04:38 AM,38.984,77.073,,,,
890,02/14/17 03:34:38 AM,39.267,77.402,,,,
891,02/14/17 04:04:38 AM,39.549,77.758,,,,
892,02/14/17 04:34:38 AM,40.158,78.660,,,,
893,02/14/17 05:04:38 AM,40.298,79.557,,,,
894,02/14/17 05:34:38 AM,40.204,79.253,,,,
895,02/14/17 06:04:38 AM,41.322,79.897,,,,
896,02/14/17 06:34:38 AM,41.554,81.174,,,,
897,02/14/17 07:04:38 AM,41.184,80.756,,,,
898,02/14/17 07:34:38 AM,41.554,80.484,,,,
899,02/14/17 08:04:38 AM,42.892,78.645,,,,
900,02/14/17 08:34:38 AM,44.719,75.856,,,,
901,02/14/17 09:04:38 AM,47.244,71.612,,,,
902,02/14/17 09:34:38 AM,58.152,59.780,,,,
903,02/14/17 10:04:38 AM,64.632,53.497,,,,
904,02/14/17 10:34:38 AM,64.931,34.066,,,,
905,02/14/17 11:04:38 AM,64.974,31.895,,,,
906,02/14/17 11:34:38 AM,68.657,29.846,,,,
907,02/14/17 12:04:38 PM,70.673,27.519,,,,
908,02/14/17 12:34:38 PM,71.964,24.657,,,,
909,02/14/17 01:04:38 PM,73.904,23.228,,,,
910,02/14/17 01:34:38 PM,76.986,21.964,,,,
911,02/14/17 02:04:38 PM,75.420,20.180,,,,
912,02/14/17 02:34:38 PM,75.029,21.480,,,,
913,02/14/17 03:04:38 PM,74.943,24.021,,,,
914,02/14/17 03:34:38 PM,73.990,21.995,,,,
915,02/14/17 04:04:38 PM,69.557,35.264,,,,
916,02/14/17 04:34:38 PM,72.997,39.198,,,,
917,02/14/17 05:04:38 PM,65.059,45.904,,,,
918,02/14/17 05:34:38 PM,58.755,61.502,,,,
919,02/14/17 06:04:38 PM,54.169,72.085,,,,
920,02/14/17 06:34:38 PM,51.809,76.930,,,,
921,02/14/17 07:04:38 PM,50.621,78.656,,,,
922,02/14/17 07:34:38 PM,49.692,79.144,,,,
923,02/14/17 08:04:38 PM,48.805,81.146,,,,
924,02/14/17 08:34:38 PM,48.272,81.993,,,,
925,02/14/17 09:04:38 PM,47.826,82.711,,,,
926,02/14/17 09:34:38 PM,47.422,82.793,,,,
927,02/14/17 10:04:38 PM,48.315,83.280,,,,
928,02/14/17 10:34:38 PM,49.649,82.890,,,,
929,02/14/17 11:04:38 PM,49.870,82.944,,,,
930,02/14/17 11:34:38 PM,50.002,81.995,,,,
931,02/15/17 12:04:38 AM,50.092,81.468,,,,
932,02/15/17 12:34:38 AM,50.180,81.533,,,,
933,02/15/17 01:04:38 AM,50.400,81.722,,,,
934,02/15/17 01:34:38 AM,50.356,81.366,,,,
935,02/15/17 02:04:38 AM,50.268,81.975,,,,
936,02/15/17 02:34:38 AM,50.135,82.173,,,,
937,02/15/17 03:04:38 AM,48.672,82.578,,,,
938,02/15/17 03:34:38 AM,47.736,82.086,,,,
939,02/15/17 04:04:38 AM,47.289,81.735,,,,
940,02/15/17 04:34:38 AM,49.028,81.389,,,,
941,02/15/17 05:04:38 AM,49.604,80.760,,,,
942,02/15/17 05:34:38 AM,49.028,80.257,,,,
943,02/15/17 06:04:38 AM,47.064,80.742,,,,
944,02/15/17 06:34:38 AM,47.019,78.442,,,,
945,02/15/17 07:04:38 AM,46.301,79.113,,,,
